Bedrooms,Bathrooms,LivingArea,Floors,Views,Condition,HouseArea,BasementArea,BuiltYear,PostalCode,SchoolsNearby,Price
2,1,1840,1.5,0,4,1130,710,1910,122026,1,490000
3,2,1410,1,0,3,1410,0,1940,122007,2,481450
4,2.5,1930,1,0,4,1930,0,1968,122018,1,465000
2,1,1150,1,0,4,1150,0,1905,122047,1,463000
4,1.75,1750,1.5,0,5,1050,700,1926,122007,1,460000
4,2,1650,1,0,5,1000,650,1959,122054,1,445000
2,2,1150,1,0,3,860,290,1940,122006,3,445000
4,2.25,2170,1,2,4,1270,900,1960,122031,3,431000
3,1,1620,1.5,0,4,1620,0,1911,122027,2,428750
4,2.25,3060,2,0,3,3060,0,1992,122062,1,415000
4,2.5,2600,2,0,3,2600,0,1988,122018,3,402500
3,2.25,1445,2,0,3,1300,145,2003,122012,3,387000
3,3.25,1410,3,0,3,1410,0,2005,122028,2,382000
3,2,1340,3,0,3,1340,0,2008,122028,3,376000
2,1,1420,1,0,3,1180,240,1956,122042,2,360000
3,2.25,1640,1,0,4,1640,0,1972,122015,2,352000
3,1.75,1780,1,0,4,1780,0,1979,122055,2,336900
4,2.5,1940,2,0,3,1940,0,2003,122046,2,330000
3,2.25,1352,3,0,3,1352,0,2007,122022,2,325000
4,1.5,1470,1,0,3,1470,0,1976,122062,1,325000
3,2.25,998,2,0,3,798,200,2007,122007,1,324000
4,2.75,1970,1,0,3,1170,800,1977,122046,3,323000
4,2.25,2310,2,0,3,2310,0,1980,122042,1,320000
5,1.75,2320,1,0,4,1160,1160,1956,122031,3,315000
4,2.25,1930,1,0,3,1430,500,1984,122067,3,312000
4,2.25,2130,1,0,4,1380,750,1977,122042,2,311100
3,1.5,1060,1,0,4,1060,0,1973,122033,2,303500
4,2.5,2000,1,0,4,1200,800,1968,122039,3,290000
3,1.75,1390,1,3,4,840,550,1912,122042,2,280950
4,2,2190,1,0,4,1180,1010,1977,122039,2,280000
3,1.5,1390,1,0,3,1390,0,1922,122036,2,275000
3,1.5,1500,1,0,5,1500,0,1953,122022,2,270000
3,2,1690,1,0,4,1690,0,1969,122015,1,270000
3,2,1920,1,0,4,1510,410,1969,122018,1,260000
3,2.5,1420,1,0,4,1020,400,1963,122066,3,260000
2,1,960,1,0,4,960,0,1984,122069,2,255000
2,1,810,1,0,1,810,0,1928,122052,2,255000
3,2.5,1850,2,0,3,1850,0,2003,122035,3,254000
3,1,1030,1,0,3,880,150,1947,122022,1,252500
3,1.75,1220,1,0,3,1220,0,1962,122025,3,251000
4,3,2163,2,0,3,2163,0,2006,122039,3,248000
3,1,1360,1,0,3,1360,0,1977,122062,2,234950
3,2.5,2000,2,0,4,2000,0,1992,122024,1,225000
4,1,1430,1.5,0,4,1430,0,1983,122023,1,224500
2,1.5,1020,2,0,3,1020,0,2004,122038,3,212000
3,1,1160,1,0,4,1160,0,1959,122066,1,201500
2,1,720,1,0,3,720,0,1950,122063,1,195000
4,2,2520,1,0,3,1400,1120,1921,122028,2,875000
5,2.75,3060,1,0,5,1600,1460,1979,122052,1,549900
3,2.5,1350,3,0,3,1270,80,2006,122016,2,394950
3,2.5,2130,2,0,3,2130,0,2003,122024,2,320000
4,1,1940,1,0,3,1080,860,1962,122067,2,265000
4,2.5,2160,2.5,0,4,2160,0,1902,122044,1,842500
3,2.5,1370,2,0,3,1010,360,2007,122016,2,368000
5,2.75,3650,1,0,4,2360,1290,1975,122048,2,1580000
5,1.75,3380,1,0,4,1690,1690,1963,122048,3,1350000
4,3.5,3460,2,0,3,2560,900,2004,122028,1,1320000
4,3.25,2330,2,3,3,2330,0,1918,122047,1,1300000
4,3.75,3490,2,0,3,3490,0,2012,122048,1,1260000
4,4.5,5420,1,0,3,3890,1530,2001,122045,3,1230000
4,2.25,3070,1,3,3,1870,1200,1976,122057,3,1230000
3,1.75,1560,1.5,4,4,1560,0,1928,122057,2,1200000
3,2.5,3720,2,0,3,3720,0,1982,122019,2,1080000
4,3.75,3280,2,0,3,2320,960,2008,122010,2,1050000
4,3.25,3270,2,0,3,3110,160,2014,122005,2,1030000
3,2.5,2920,1,4,4,1800,1120,1954,122009,3,1020000
5,3,4530,1.5,0,4,3200,1330,2003,122037,1,950000
4,2.25,3290,1.5,0,4,3290,0,1968,122057,2,947500
3,2.75,2980,1.5,2,5,2180,800,1917,122031,1,947500
4,2.75,3300,2,0,3,3300,0,1953,122048,1,927000
3,2,2700,1,0,4,1350,1350,1962,122006,2,910000
4,3.25,4700,2,0,3,3420,1280,1978,122049,3,900000
4,2.5,2830,2,0,3,2830,0,1995,122004,3,885000
3,3.25,2170,1.5,0,5,1650,520,1928,122057,2,876650
4,2.5,2350,1.5,0,4,1690,660,1910,122028,2,870300
4,1.75,2350,1,0,4,2350,0,1961,122057,3,850000
4,2.75,2600,1.5,0,3,1620,980,1936,122003,3,840000
5,4.5,4630,2,0,3,3210,1420,2006,122008,3,809000
4,3.25,3680,2,0,3,2840,840,2003,122012,3,788000
3,1.75,1720,1,0,3,1720,0,1954,122044,3,770000
4,2.5,3110,2,0,3,3110,0,2004,122005,2,751000
4,2.5,2980,2,0,3,2890,90,2000,122027,2,750000
3,2.5,2620,2,0,3,2620,0,1992,122027,2,746000
4,2.5,2760,1.5,0,5,1680,1080,1928,122026,3,734200
4,2.5,2670,2,0,4,2670,0,1989,122011,1,690000
4,3,2400,1,0,4,1200,1200,1964,122026,3,675000
4,2.5,2550,1,0,3,1290,1260,1964,122030,3,660000
4,2.5,3040,2,0,3,3040,0,1999,122019,3,647000
3,2.5,1570,3,0,3,1570,0,2010,122028,1,635000
4,2,1770,2,0,5,1770,0,1911,122032,2,630000
3,1.5,1620,1,0,3,1280,340,1954,122007,3,620000
2,1.75,2040,1.5,3,4,2040,0,1919,122069,1,615000
4,3,2110,1.5,2,4,1640,470,1930,122016,1,610000
4,1.75,2120,1,1,3,1190,930,1951,122007,2,582000
3,2,2560,1,0,3,2560,0,1986,122023,2,560000
4,2.25,2540,1,0,3,1450,1090,1990,122055,1,540000
4,2.25,1800,1,0,4,1360,440,1980,122010,1,522000
4,1.75,1940,1,0,5,1030,910,1922,122044,1,505000
4,2.5,2780,1,0,3,1590,1190,1978,122033,3,505000
2,2.25,1290,3,0,3,1290,0,2007,122026,1,500000
3,1,980,1,0,3,760,220,1941,122006,2,499950
2,2.5,1230,2,0,3,870,360,2004,122047,2,490000
3,1.5,2020,1,0,4,1190,830,1956,122010,2,465000
3,2.5,2010,2,0,3,1390,620,2014,122011,1,453246
3,1.5,1770,1,0,3,1160,610,1959,122027,3,450000
2,2.5,1480,3,0,3,1480,0,2009,122005,3,420000
3,2.25,2200,2,0,3,2200,0,1987,122024,3,410000
4,2.5,2160,2,0,3,2160,0,2010,122024,1,383000
5,3,2480,1,0,3,1300,1180,2004,122063,1,372500
2,2.5,980,2,0,3,670,310,2009,122009,3,369000
3,1,1280,1,0,3,1280,0,1968,122021,2,368000
4,2,1730,1,0,5,1010,720,1943,122034,2,360000
4,2.5,2380,2,0,4,2380,0,1997,122067,1,357000
2,1,910,1.5,0,4,910,0,1906,122051,1,350000
3,1.5,1720,1.5,0,4,1720,0,1952,122014,1,341000
3,1,1080,1,0,4,1080,0,1955,122014,2,339000
3,2.5,1940,2,0,3,1940,0,2004,122046,2,335000
5,3,2100,1,0,3,1250,850,2013,122056,2,330000
3,1.75,1440,1,0,3,960,480,1951,122022,3,315275
5,2.25,2180,2,0,3,2180,0,1986,122024,2,302000
2,1.5,830,2,0,3,830,0,2005,122016,2,301500
2,1.75,1360,1,0,3,860,500,1975,122050,3,300000
3,1,1830,1,0,3,1830,0,1942,122058,3,270000
2,1,1290,2,0,3,1290,0,2008,122045,1,265000
2,1,1220,1,0,3,770,450,1910,122064,3,255000
1,1,810,1,0,5,810,0,1941,122064,1,235000
3,1,990,1,0,4,990,0,1966,122046,3,225000
3,1.5,1350,1,0,5,1350,0,1941,122031,1,211000
3,2.5,1040,2,0,3,720,320,2004,122051,1,210000
3,1,1460,1,0,4,1460,0,1969,122035,3,201000
2,1,700,1,0,3,700,0,1953,122031,3,192000
3,1.5,1370,1,0,4,1370,0,1961,122023,2,185000
3,1,970,1,0,3,970,0,1959,122040,3,156000
3,1,1250,1,0,5,1250,0,1945,122024,3,110000
4,2.5,5300,2,2,2,4570,730,1923,122004,1,2560000
5,4,4430,2,0,3,4430,0,2013,122048,2,2450000
4,4.5,5030,2,2,3,3250,1780,2008,122057,3,2450000
5,2.25,3120,2,0,4,3120,0,1969,122048,3,1900000
5,3.25,4860,2,2,4,3820,1040,1989,122057,3,1680000
5,3.25,3370,1,2,5,2000,1370,1982,122057,2,1550000
5,4.25,3530,2,0,3,3530,0,2001,122057,3,1400000
4,1.5,2740,2,0,5,1930,810,1905,122061,3,1110000
4,3.25,4400,2,0,3,4400,0,2003,122020,2,1050000
4,2.5,3490,2,3,3,3490,0,2000,122027,2,975000
4,2.5,3520,2.5,0,3,2650,870,2006,122016,3,870000
4,2.5,3560,1,2,3,2290,1270,1986,122048,3,860000
5,2.75,3150,2,0,3,3150,0,2013,122005,1,819900
6,3,2890,2.5,0,3,2290,600,1906,122013,2,799200
3,1.75,2340,1,0,4,2340,0,1967,122057,1,780000
3,3.25,3610,2,0,3,2440,1170,2003,122012,3,777000
3,2.25,1780,1.5,0,4,1390,390,1927,122044,2,771000
3,3.25,3190,2,0,3,3190,0,2007,122011,1,757000
3,1.5,1310,1,0,3,1090,220,1956,122007,3,717000
3,2.5,2030,2,0,4,2030,0,1975,122029,1,700000
4,2.5,3000,2,0,3,3000,0,2006,122015,3,675000
5,3,3410,1,0,4,1870,1540,1968,122005,2,675000
3,2,1940,1.5,0,5,1150,790,1944,122026,1,665000
4,3.5,3400,2,0,3,3400,0,2012,122008,2,660000
4,2.5,2740,2,0,3,2740,0,1993,122019,1,651000
4,2.5,2210,2,0,3,2210,0,2013,122007,2,650000
3,2.5,1740,2,0,4,1740,0,1975,122029,3,645000
4,1.75,1950,1,0,4,1370,580,1969,122030,3,635000
4,2,2260,1,0,3,1430,830,1958,122006,1,628000
3,3.5,1810,2,0,4,1440,370,2009,122044,1,625000
3,1,1710,1.5,0,3,1710,0,1909,122028,3,620000
3,1.75,1680,1,0,5,870,810,1922,122044,1,591000
4,2.25,2710,2,0,4,2710,0,1977,122037,2,591000
4,1.75,2090,1,0,4,1070,1020,1963,122005,2,581000
5,2,2290,1,0,3,1190,1100,1964,122029,3,580000
3,1.75,1580,1,0,4,1180,400,1951,122051,3,575000
3,2,1530,1,0,4,1530,0,1937,122006,1,570000
3,1,1440,2,0,3,1440,0,1910,122028,1,560000
4,2,2250,1,0,5,1200,1050,1956,122049,3,550000
7,4,3440,2,0,3,3440,0,1970,122028,1,550000
2,2,1680,1,0,3,1680,0,2006,122045,2,530000
3,1.75,1690,1,0,4,1690,0,1958,122049,3,530000
5,3,2450,2,0,3,2450,0,1994,122007,1,525000
3,3.5,2876,2,0,3,2360,516,2007,122021,1,525000
3,2.5,1580,2,0,3,1010,570,2008,122047,1,525000
3,1.5,1240,1,0,4,1240,0,1957,122029,1,523000
4,2.5,2790,2,0,3,2790,0,2009,122015,1,505000
4,2.5,2040,2,0,3,2040,0,2012,122058,2,502000
5,4.75,3830,1,0,3,2130,1700,1976,122037,2,480000
4,2.5,3740,1,0,3,2260,1480,2004,122046,1,475000
3,1.5,1270,1,0,3,1270,0,1950,122006,2,465000
5,2.5,3400,1,0,4,1700,1700,1959,122038,1,464000
3,2.25,2350,1,0,3,1390,960,1977,122058,2,460000
4,2.5,3360,2,0,3,3360,0,2001,122046,3,455000
3,2.75,1250,2,0,3,1040,210,2010,122009,2,450000
3,2.25,2450,1,0,4,2450,0,1978,122035,1,450000
3,2,1770,1,0,4,960,810,1954,122038,3,449500
4,2.25,2140,2,0,3,2140,0,2002,122008,1,435000
3,1.75,1960,1,0,5,980,980,1911,122059,3,415000
4,1,1410,1,0,3,810,600,1925,122064,3,413000
4,1.75,2180,1,0,3,1090,1090,1956,122014,3,405000
3,2,1480,1,2,3,740,740,1943,122052,2,385000
3,1,1190,1,0,4,1190,0,1953,122031,3,375000
5,2.5,3001,2,0,3,3001,0,2006,122035,1,373000
3,1.75,1650,1,0,5,1060,590,1951,122014,3,370000
3,2.5,1490,3,0,3,1490,0,2004,122022,1,354901
3,2.5,2010,2,0,3,2010,0,1977,122069,3,350000
3,1.75,1090,1,0,3,1090,0,1968,122033,2,345000
3,2.5,1450,1,0,3,840,610,2007,122034,3,330000
3,2,1350,1,0,3,1350,0,1989,122055,2,322500
3,1,1390,1,0,4,1390,0,1968,122037,3,319000
3,1,1090,1,0,5,1090,0,1981,122053,3,289000
3,2.5,1950,2,0,3,1950,0,1990,122039,2,287600
3,2.25,1490,1,0,4,1170,320,1987,122055,3,287000
3,1,1090,1,0,4,1090,0,1973,122031,1,285000
4,1.5,2180,1,0,4,1280,900,1954,122035,1,273000
4,2.25,2510,1,0,4,1610,900,1972,122018,3,267345
5,1.75,2020,1,0,3,1220,800,1962,122056,3,245000
3,1,1900,1.5,0,4,1900,0,1942,122039,2,239950
2,0.75,650,1,0,4,650,0,1931,122038,1,230000
3,1.5,1250,1,0,3,1250,0,1967,122065,2,225000
4,1.5,1950,1.5,0,3,1950,0,1939,122070,1,225000
3,1,1040,1,0,3,1040,0,1947,122056,2,225000
3,1,1660,1,0,3,1100,560,1963,122039,2,225000
2,1,910,1,0,3,910,0,1943,122051,3,155000
2,1,790,1,0,3,790,0,1973,122033,3,90000
4,2.75,3260,1,0,4,2170,1090,1968,122071,3,1880000
3,2.5,2550,2,2,3,2550,0,1981,122054,2,1400000
4,3.5,4910,1.5,0,3,3110,1800,2007,122019,2,1220000
4,2.25,4470,2,0,3,4470,0,1988,122021,3,1120000
4,2,2290,1,0,4,2290,0,1955,122048,2,1060000
5,4.5,3810,2,0,3,3810,0,2008,122019,1,966000
5,2.25,2510,2,0,3,2510,0,1972,122057,3,955000
4,2.5,3320,2,0,3,3320,0,1995,122027,3,950000
3,2.5,3100,1,0,3,3100,0,1954,122050,3,930000
4,2.5,2190,2.5,0,5,2190,0,1958,122057,1,925000
3,2.5,2580,2,0,3,2580,0,1986,122005,2,802000
3,1,1700,1.5,0,4,1700,0,1906,122044,3,800000
3,2.75,2470,2,0,3,2470,0,2007,122011,3,773000
3,2.5,3030,1.5,0,4,3030,0,1992,122037,2,766950
5,5,5774,1,2,3,4490,1284,1984,122040,3,740000
4,2.5,3430,2,0,3,3430,0,2000,122033,3,740000
4,2.5,2700,2,0,3,2700,0,2004,122011,2,723000
4,2.25,2060,1,0,5,1360,700,1941,122032,2,715000
4,3.25,3200,2,0,3,3200,0,2004,122020,1,707000
3,1.5,2360,2,0,5,1930,430,1926,122028,1,702500
3,1.75,1830,1.5,2,5,1830,0,1903,122044,2,682000
4,2.5,2470,2,0,3,2470,0,1993,122045,3,633100
4,2.75,1680,1,0,4,1680,0,1966,122005,2,625000
5,2.5,2540,2,0,5,1760,780,1929,122007,3,620000
5,1.75,2220,1.5,0,3,1420,800,1923,122032,3,607500
2,1.5,1159,1,0,3,1159,0,1948,122032,3,582500
4,2.5,2240,2,0,4,2240,0,1989,122015,3,565000
3,1.5,1830,1,0,4,1830,0,1957,122029,3,562000
3,1.75,2000,1,0,4,1110,890,1921,122007,3,546000
3,2.5,2090,1,0,3,1360,730,1962,122038,2,543000
2,2,2370,1.5,0,3,1600,770,1992,122012,2,543000
4,1.75,1900,1,0,4,950,950,1955,122027,2,542000
3,1.75,1400,1.5,0,4,1100,300,1904,122007,1,538000
4,2.75,2450,1,0,5,2450,0,1974,122031,1,530000
3,1.75,1600,1.5,0,3,1600,0,1924,122006,3,525000
3,2.5,1820,2,0,3,1820,0,2005,122058,3,511000
3,1.75,2170,1,0,3,1450,720,1986,122019,2,510000
3,2,2090,1.5,0,3,2090,0,1959,122062,3,499000
4,2.75,2270,1,0,4,1290,980,1973,122033,1,498000
3,2.75,1850,1.5,0,5,1850,0,1965,122033,2,489200
4,2.5,2150,1,0,3,1420,730,1978,122036,3,486000
4,2.5,2310,2,0,3,2310,0,1991,122055,2,470000
3,1,1660,1,0,4,1060,600,1940,122022,2,458000
3,2.5,2910,2,0,3,2910,0,1989,122040,2,450000
3,2.75,2580,2,0,3,2580,0,2008,122015,3,437000
4,2.5,3040,2,0,3,3040,0,1999,122023,2,420000
2,1,840,1,0,3,840,0,1947,122032,3,405100
2,1,980,1,0,4,860,120,1918,122007,2,400000
2,1,830,1,0,3,830,0,1955,122007,2,394475
4,1.75,1620,1,0,4,860,760,1947,122038,1,385000
3,2.5,1690,2,0,3,1150,540,2014,122011,1,372977
3,1,1290,1,0,3,980,310,1951,122016,2,372220
4,1.75,2010,1,0,4,1340,670,1957,122038,1,364000
3,3.5,2100,2,0,3,2100,0,1980,122070,3,356000
5,3,2257,1,0,3,1363,894,2005,122070,3,349950
3,2.25,2120,2,0,3,2120,0,1984,122015,1,345000
3,2.25,1970,2,0,3,1970,0,1997,122053,1,340000
3,1,1050,1.5,0,4,1050,0,1906,122054,1,339950
5,2,1700,1,0,3,1000,700,1956,122059,3,337500
3,2.5,2220,2,0,4,2220,0,1990,122067,1,325000
3,2.5,1840,2,0,3,1840,0,2012,122024,3,317000
4,2.5,2010,2,0,3,2010,0,1995,122023,1,316000
3,1,1050,1,0,3,1050,0,1953,122058,3,310000
3,1,1480,1,0,3,1480,0,1952,122038,3,310000
3,1.5,1220,3,0,3,1220,0,2007,122038,3,306000
3,1.75,2110,2,0,4,2110,0,1966,122015,3,305495
4,1.5,1590,1,3,4,1590,0,1966,122068,3,305000
3,1,1260,1,0,3,1260,0,1946,122006,3,300000
2,1.75,1250,1,0,4,1250,0,1950,122040,2,299000
2,1,700,1,0,4,700,0,1949,122014,1,267800
3,2.5,1780,1,0,4,1400,380,1986,122065,1,266000
3,2,1570,1,0,3,1570,0,1998,122023,3,265000
3,2,1850,1,0,4,1150,700,1952,122072,1,257200
4,2.5,2230,2,0,3,2230,0,2006,122035,3,253000
4,2,1630,1,0,4,1050,580,1975,122023,3,234000
3,1.75,1340,1,0,4,1340,0,1973,122072,1,223000
2,1,1240,1,0,3,1240,0,1967,122056,2,215000
2,1,1170,1,2,3,1170,0,1911,122043,1,175000
3,1,860,1,0,4,860,0,1963,122065,1,160000
2,1,700,1,0,5,700,0,1952,122053,3,155000
3,1,1100,1,0,3,1100,0,1978,122039,3,139000
4,1.75,3550,2,0,3,3550,0,1962,122071,2,2100000
4,2.5,3200,2,0,3,3200,0,2006,122004,3,1260000
4,3.5,4210,2,0,3,4210,0,2006,122029,2,1150000
4,3.25,3740,1,0,3,2000,1740,1988,122037,1,1090000
5,4.25,3920,2,0,3,2900,1020,1990,122048,3,1000000
4,2.5,3950,3,0,3,3950,0,2013,122020,3,914500
4,1.75,2930,1,3,3,1670,1260,1947,122007,2,840000
3,1,1230,1,0,3,1230,0,1955,122048,1,839000
4,3.5,3930,2,1,3,2820,1110,2013,122012,3,828950
5,2.75,3030,2,0,3,3030,0,2013,122053,3,819995
4,2.5,3310,2,0,3,3310,0,2004,122005,3,803100
3,1.75,1790,1,2,3,1350,440,1940,122032,2,790000
5,3.75,3580,2,0,3,3190,390,1999,122012,3,765000
4,2.5,3240,2,0,3,3240,0,1985,122005,3,749400
4,3,1980,2.5,0,3,1980,0,1941,122016,1,744000
3,2.5,3150,2,0,3,3150,0,2007,122036,1,720000
4,3,3150,2,0,3,3150,0,2001,122020,3,695000
3,2.5,4560,2,0,4,3800,760,1986,122019,1,695000
4,3.25,2740,2,0,3,2060,680,2003,122012,2,689900
4,2,2560,1,0,4,1890,670,1947,122006,3,640000
4,2.5,2680,2,0,3,2680,0,1989,122011,3,620000
4,2,1550,1.5,0,3,1550,0,1909,122028,3,613000
4,2.5,2240,1,0,3,2240,0,1983,122019,3,592500
5,1.75,2000,2,0,4,2000,0,1921,122028,1,585000
4,2.75,2550,1,0,3,1440,1110,1986,122019,1,582800
3,2.5,2360,2,3,3,2360,0,1996,122006,3,580050
2,1,1490,1,0,3,1090,400,1946,122047,2,575000
4,2.5,3020,1,0,3,1600,1420,1979,122014,3,575000
3,2.25,1980,1,0,4,1980,0,1980,122005,3,550000
3,2.5,2700,2,0,3,2700,0,1991,122021,3,525000
3,2.5,1840,2,0,4,1840,0,1997,122009,1,512500
4,2.5,2240,2,0,3,2240,0,1995,122051,1,497000
4,2,2050,1.5,0,5,1210,840,1941,122054,2,495000
7,3.5,2870,1,0,3,1520,1350,1961,122022,3,475000
3,1,1660,1,0,5,1000,660,1946,122038,3,467000
3,1.5,1260,1,0,3,1260,0,1959,122029,3,465750
3,1.75,1410,1,0,3,1410,0,1924,122038,2,465000
3,2.5,1870,1,0,3,1470,400,1980,122033,1,455000
2,1,1320,1,1,3,1320,0,1912,122009,3,451555
3,2,1510,1,2,3,1230,280,1973,122022,2,430000
4,1.75,1880,1,0,3,1010,870,1976,122033,3,423000
3,2,1640,1,0,4,1640,0,1977,122020,2,420000
3,1.5,1340,1,0,4,1340,0,1956,122027,3,417000
3,1.5,1490,1,0,4,1490,0,1963,122005,1,412500
3,1,1630,1,0,5,1630,0,1953,122014,1,400000
3,1.5,1120,1,0,3,1120,0,1955,122030,2,395300
3,2.5,2240,2,0,3,2240,0,1996,122058,2,390000
3,2.5,1720,2,0,3,1720,0,2010,122045,1,386380
4,1.75,1890,1,0,4,1250,640,1960,122038,3,375000
4,2.5,2710,2,0,3,2710,0,1998,122023,3,370000
3,1.75,1680,1,0,4,1070,610,1940,122055,3,350000
3,1,1400,1,0,3,1400,0,1957,122022,2,349950
3,2.5,1700,2,0,3,1700,0,1994,122042,3,349950
3,2.5,1232,3,0,3,1232,0,2007,122022,1,344000
4,1.75,2290,1,0,3,1340,950,1960,122052,3,343000
3,2.25,1180,2,0,3,1180,0,1986,122058,1,342400
3,1.75,1960,1,0,3,980,980,1948,122034,1,340000
3,2.25,2150,2,0,3,2150,0,1991,122070,1,335000
4,2.5,2150,2,0,4,2150,0,1991,122067,2,316500
2,1,880,1,0,3,880,0,1919,122034,3,312500
3,2.25,1490,2,0,3,1220,270,2009,122034,2,312000
4,1.75,2020,1,0,4,1010,1010,1963,122015,1,302000
3,1,1220,1,0,4,1220,0,1955,122038,3,300000
3,1.5,850,1,0,3,850,0,1986,122034,3,295000
3,1,1330,1.5,0,3,1330,0,1959,122025,2,280000
4,2.5,1840,2,0,3,1400,440,2004,122034,2,275000
3,1,1010,1,0,3,1010,0,1969,122015,1,270000
3,2.25,1590,2,0,4,1590,0,1991,122040,3,263000
3,2.5,1690,2,0,3,1690,0,2003,122018,2,256883
4,2.5,2070,2,0,3,2070,0,1989,122040,1,255000
3,2,1650,1,0,3,1160,490,1979,122046,1,252350
3,1,1230,1,0,4,1230,0,1957,122042,1,250000
3,1.75,1490,1,0,4,1490,0,1990,122065,2,245000
3,2,1400,1,0,3,700,700,1948,122038,3,240000
3,2,1400,1,0,3,1150,250,1979,122046,2,225000
3,1,1040,1,0,3,1040,0,1959,122052,2,217450
3,1,1160,1,0,4,1160,0,1969,122024,3,215000
4,2,1670,1,0,3,1670,0,1967,122039,3,204700
3,1,980,1.5,0,3,980,0,1903,122051,1,197500
3,1,1090,1,0,3,1090,0,1967,122040,3,190000
3,1,1150,1,0,3,1150,0,1932,122056,2,185000
3,1,1060,1,0,5,1060,0,1970,122035,1,174950
5,4.25,6490,2,3,4,3940,2550,1991,122057,2,2000000
4,3,5520,2,3,3,3570,1950,2008,122027,3,1270000
3,2,2220,1,2,4,1220,1000,1947,122032,3,875000
4,2.75,3280,2,0,3,3280,0,1996,122037,1,862500
5,1.5,3360,2,0,3,3360,0,2014,122019,3,804995
4,3.25,3120,2,0,3,2370,750,2005,122006,2,799000
3,2,2180,1,0,5,1100,1080,1904,122028,2,785000
4,2.5,2110,2,0,3,2110,0,2000,122007,3,772000
4,2.5,3120,2,0,3,3120,0,2003,122012,3,730100
5,2.75,2830,2,0,3,2830,0,2006,122005,3,725000
3,2,2050,1,0,3,1180,870,1926,122047,1,724800
2,1,2020,1,3,4,1700,320,1947,122052,1,720000
5,2.5,3200,2,0,3,3200,0,2009,122008,1,675000
5,3.25,3690,2,0,5,3690,0,1977,122014,1,655000
4,2.5,3160,2,0,3,3160,0,1983,122019,2,645000
3,2.25,1720,1.5,0,4,1450,270,1921,122004,3,620000
3,2.5,2170,2,0,3,2170,0,2003,122011,3,619500
3,2.5,2720,2,0,3,2720,0,2005,122008,1,619000
3,2.5,2134,2.5,0,3,2134,0,2008,122012,3,611000
2,1,910,1,0,4,910,0,1909,122003,3,605000
3,2.25,1290,2,0,4,1290,0,1987,122047,1,605000
3,2.25,1520,3,0,3,1520,0,2013,122026,3,565000
2,2,2260,1,0,3,2260,0,1990,122017,2,551000
1,1,1140,1.5,0,3,1140,0,1920,122028,3,540000
3,1.5,1260,1.5,0,3,1260,0,1931,122009,3,523000
3,2.5,2370,2,0,3,2370,0,2003,122008,1,522500
2,2.5,1310,2,0,3,1160,150,2006,122044,1,500000
3,2,1450,1.5,0,3,1450,0,1900,122026,1,490000
2,1,1160,1,0,4,1160,0,1937,122007,3,490000
4,2.5,2430,2,0,3,2430,0,2009,122008,1,480000
3,1.75,1560,1.5,2,3,1000,560,1926,122064,2,451000
4,2.25,2270,1,0,3,1290,980,1977,122033,1,446000
3,2.25,1990,2,0,3,1990,0,1984,122021,3,445000
3,3,1970,1,0,3,1970,0,2010,122058,2,445000
3,2.5,2320,2,2,3,2320,0,1992,122025,1,437500
4,2.5,2280,2,0,4,2280,0,2001,122053,1,433000
3,1.75,2150,1,0,3,1200,950,1956,122016,2,430000
3,2.5,2670,1,0,4,2670,0,1988,122035,1,425000
3,2.5,1800,2,0,4,1800,0,1990,122034,2,408200
3,2.5,2740,2,4,3,2740,0,1973,122066,3,400000
3,1.75,1180,1,0,4,940,240,1981,122019,1,385000
3,3.25,1860,3,0,3,1860,0,2007,122014,3,379950
3,2.25,1410,2,0,3,1290,120,2005,122012,1,377500
3,1.5,1100,2,0,3,940,160,2007,122054,3,375000
4,2.5,2790,2,0,3,2790,0,2005,122043,1,375000
4,1.5,1370,1,0,3,900,470,1972,122033,3,370000
3,1.75,1726,2,0,4,1726,0,1982,122069,2,363750
1,1,700,1,0,3,700,0,1942,122006,2,350000
4,2.5,2440,2,0,3,2440,0,2009,122024,2,350000
4,1,1980,1.5,0,3,1980,0,1962,122046,1,345000
3,1,1260,1,0,3,720,540,1944,122022,3,342000
3,2.5,1480,2,0,3,1180,300,2012,122064,2,341000
3,1,1250,1,0,4,1250,0,1951,122064,1,340000
3,1.5,1170,1,0,4,1170,0,1960,122030,2,330000
3,2,1760,1,0,5,1060,700,1977,122046,2,317000
4,2.5,2340,2,0,3,2340,0,2003,122024,3,314000
3,2.25,2060,1,0,4,1560,500,1978,122040,3,306500
3,2.5,1870,2,0,3,1870,0,2005,122035,1,306000
2,1,830,1,0,4,830,0,1954,122038,2,282613
3,2.5,1480,2,0,3,1480,0,1987,122025,2,275000
4,2,1510,1,0,3,1510,0,1955,122059,2,254000
2,1.5,1070,1,0,3,1070,0,1985,122065,2,252700
3,2,1900,1,0,5,950,950,1966,122024,3,250000
3,2.25,1440,1,0,3,940,500,1982,122067,3,249000
4,3.5,1850,2,0,3,1130,720,1986,122018,3,248000
2,1,870,1,0,3,870,0,1941,122034,1,245000
4,1,1530,1.5,0,3,1400,130,1948,122063,1,245000
5,1,1460,2,0,4,1460,0,1941,122056,2,239950
4,2.25,1860,1,0,3,1120,740,1979,122018,1,239900
3,2,1020,2,0,3,720,300,2004,122064,1,238000
5,1.75,1730,1,0,4,1050,680,1978,122035,3,205000
3,1,1000,1,0,3,1000,0,1940,122052,3,180000
